task,episode_id,U_success,U_terminal_reason,U_steps,U_collision,U_attempt_id,O_success,O_terminal_reason,O_steps,O_collision,O_attempt_id,OC_success,OC_terminal_reason,OC_steps,OC_collision,OC_attempt_id,R_success,R_terminal_reason,R_steps,R_collision,R_attempt_id,OC_minus_U,O_minus_U,OC_minus_O,R_minus_U,OC_minus_R
VideoRepick,39,1,success,444,0,0,0,fail,416,0,0,0,fail,186,0,0,0,fail,87,0,0,-1,-1,0,-1,0
VideoRepick,40,0,fail,103,0,0,0,fail,153,0,0,0,fail,103,0,0,0,fail,86,0,0,0,0,0,0,0
VideoRepick,41,0,fail,104,0,0,0,timeout,1300,0,0,0,fail,103,0,0,0,fail,86,0,0,0,0,0,0,0
VideoRepick,42,0,fail,105,0,0,0,fail,263,0,0,0,fail,111,0,0,0,fail,102,0,0,0,0,0,0,0
VideoRepick,43,0,fail,100,0,0,0,fail,880,0,0,0,fail,105,0,1,0,fail,86,0,1,0,0,0,0,0
VideoRepick,44,1,success,235,0,1,0,timeout,1300,0,0,0,fail,166,0,1,0,fail,194,0,0,-1,-1,0,-1,0
VideoRepick,45,0,fail,104,0,1,0,fail,128,0,0,0,fail,105,0,0,0,fail,171,0,1,0,0,0,0,0
VideoRepick,46,0,fail,94,0,0,0,fail,151,0,0,0,fail,94,0,0,0,fail,85,0,0,0,0,0,0,0
VideoRepick,47,0,fail,97,0,0,0,fail,191,0,0,0,fail,101,0,1,0,fail,88,0,1,0,0,0,0,0
VideoRepick,48,0,fail,103,0,0,0,timeout,1300,0,0,0,fail,102,0,0,0,fail,88,0,1,0,0,0,0,0
VideoRepick,49,1,success,369,0,0,0,timeout,1300,0,0,0,fail,342,0,1,0,fail,311,0,0,-1,-1,0,-1,0
VideoPlaceButton,0,1,success,178,0,0,0,fail,186,0,0,1,success,198,0,0,1,success,162,0,0,0,-1,1,0,0
VideoPlaceButton,1,0,fail,186,0,0,0,fail,205,0,0,0,fail,178,0,0,0,fail,162,0,0,0,0,0,0,0
VideoPlaceButton,2,1,success,183,0,0,0,fail,196,0,0,1,success,211,0,0,1,success,167,0,0,0,-1,1,0,0
VideoPlaceButton,3,0,fail,198,0,0,1,success,223,0,0,0,fail,205,0,0,0,fail,183,0,0,0,1,-1,0,0
VideoPlaceButton,4,0,fail,213,0,0,0,fail,186,0,0,0,fail,228,0,0,0,fail,200,0,0,0,0,0,0,0
VideoPlaceButton,5,1,success,186,0,0,1,success,240,0,0,1,success,212,0,0,0,fail,162,0,0,0,0,0,-1,1
VideoPlaceButton,6,0,fail,205,0,0,0,fail,301,0,0,0,fail,277,0,0,0,fail,184,0,0,0,0,0,0,0
VideoPlaceButton,7,0,fail,176,0,0,0,fail,203,0,1,0,fail,183,0,0,1,success,170,0,0,0,0,0,1,-1
VideoPlaceButton,8,1,success,190,0,0,0,fail,242,0,0,1,success,213,0,0,1,success,150,0,0,0,-1,1,0,0
VideoPlaceButton,9,1,success,176,0,0,1,success,181,0,0,1,success,176,0,0,1,success,172,0,0,0,0,0,0,0
VideoPlaceButton,10,1,success,184,0,0,0,fail,213,0,0,0,fail,199,0,0,0,fail,176,0,0,-1,-1,0,-1,0
VideoPlaceButton,11,1,success,168,0,1,1,success,226,0,0,1,success,195,0,0,1,success,167,0,0,0,0,0,0,0
VideoPlaceButton,12,0,fail,187,0,0,0,fail,251,0,0,0,fail,210,0,0,0,fail,178,0,0,0,0,0,0,0
VideoPlaceButton,13,0,fail,178,0,0,1,success,229,0,0,1,success,224,0,0,0,fail,164,0,0,1,1,0,0,1
VideoPlaceButton,14,1,success,178,0,0,1,success,196,0,0,1,success,195,0,0,1,success,166,0,0,0,0,0,0,0
VideoPlaceButton,15,0,fail,178,0,0,0,fail,251,0,0,0,fail,195,0,0,1,success,174,0,0,0,0,0,1,-1
VideoPlaceButton,16,1,success,185,0,0,1,success,880,0,0,1,success,186,0,0,1,success,153,0,0,0,0,0,0,0
VideoPlaceButton,17,1,success,188,0,0,0,fail,238,0,0,1,success,187,0,0,1,success,174,0,0,0,-1,1,0,0
VideoPlaceButton,18,1,success,197,0,0,0,fail,220,0,0,1,success,196,0,0,1,success,176,0,0,0,-1,1,0,0
VideoPlaceButton,19,1,success,174,0,0,1,success,211,0,0,1,success,190,0,0,1,success,162,0,0,0,0,0,0,0
VideoPlaceButton,20,1,success,178,0,0,1,success,186,0,0,1,success,195,0,0,1,success,162,0,0,0,0,0,0,0
VideoPlaceButton,21,0,fail,196,0,0,0,fail,228,0,0,0,fail,202,0,0,0,fail,146,0,0,0,0,0,0,0
VideoPlaceButton,22,0,fail,207,0,0,0,fail,251,0,0,0,fail,208,0,0,0,fail,176,0,0,0,0,0,0,0
VideoPlaceButton,23,0,fail,175,0,0,0,fail,194,0,0,0,fail,181,0,0,0,fail,167,0,0,0,0,0,0,0
VideoPlaceButton,24,0,fail,191,0,0,1,success,173,0,0,0,fail,222,0,0,1,success,132,0,0,0,1,-1,1,-1
VideoPlaceButton,25,1,success,178,0,0,1,success,178,0,0,1,success,178,0,0,1,success,157,0,0,0,0,0,0,0
VideoPlaceButton,26,0,fail,186,0,0,0,fail,190,0,0,0,fail,183,0,0,0,fail,168,0,0,0,0,0,0,0
VideoPlaceButton,27,0,fail,175,0,0,0,fail,195,0,0,0,fail,188,0,0,0,fail,174,0,0,0,0,0,0,0
VideoPlaceButton,28,1,success,196,0,0,1,success,285,0,0,0,fail,290,0,0,1,success,178,0,0,-1,0,-1,0,-1
VideoPlaceButton,29,0,fail,185,0,0,1,success,176,0,0,0,fail,211,0,0,1,success,152,0,0,0,1,-1,1,-1
VideoPlaceButton,30,0,fail,279,0,0,1,success,256,0,0,0,fail,196,0,0,0,fail,162,0,0,0,1,-1,0,0
VideoPlaceButton,31,0,fail,178,0,0,0,fail,196,0,0,0,fail,196,0,0,0,fail,155,0,0,0,0,0,0,0
VideoPlaceButton,32,1,success,178,0,0,0,fail,211,0,0,1,success,195,0,0,1,success,179,0,0,0,-1,1,0,0
VideoPlaceButton,33,0,fail,194,0,0,0,fail,195,0,0,0,fail,213,0,0,0,fail,174,0,0,0,0,0,0,0
VideoPlaceButton,34,1,success,176,0,0,0,fail,208,0,0,0,fail,178,0,0,1,success,152,0,0,-1,-1,0,0,-1
VideoPlaceButton,35,1,success,185,0,1,0,fail,196,0,0,1,success,183,0,0,1,success,162,0,0,0,-1,1,0,0
VideoPlaceButton,36,1,success,175,0,0,0,fail,195,0,0,1,success,175,0,0,1,success,151,0,0,0,-1,1,0,0
VideoPlaceButton,37,0,fail,183,0,0,0,fail,199,0,0,0,fail,176,0,0,1,success,188,0,0,0,0,0,1,-1
VideoPlaceButton,38,0,fail,180,0,0,0,fail,1260,0,0,0,fail,189,0,0,0,fail,176,0,0,0,0,0,0,0
VideoPlaceButton,39,0,fail,178,0,0,0,fail,331,0,0,0,fail,192,0,0,0,fail,168,0,0,0,0,0,0,0
VideoPlaceButton,40,0,fail,174,0,0,0,fail,176,0,0,0,fail,174,0,0,0,fail,150,0,0,0,0,0,0,0
VideoPlaceButton,41,1,success,187,0,0,0,fail,198,0,0,1,success,194,0,0,1,success,174,0,0,0,-1,1,0,0
VideoPlaceButton,42,0,fail,191,0,0,0,fail,178,0,0,0,fail,213,0,0,0,fail,174,0,0,0,0,0,0,0
VideoPlaceButton,43,0,fail,168,0,0,0,fail,216,0,0,0,fail,195,0,0,0,fail,228,0,0,0,0,0,0,0
VideoPlaceButton,44,1,success,197,0,0,0,fail,256,0,0,1,success,224,0,1,0,fail,162,0,0,0,-1,1,-1,1
VideoPlaceButton,45,1,success,173,0,0,1,success,191,0,0,1,success,190,0,0,1,success,164,0,0,0,0,0,0,0
VideoPlaceButton,46,1,success,181,0,0,1,success,203,0,0,1,success,199,0,0,0,timeout,1300,0,0,0,0,0,-1,1
VideoPlaceButton,47,0,fail,195,0,0,0,fail,323,0,0,0,fail,213,0,0,0,fail,178,0,0,0,0,0,0,0
VideoPlaceButton,48,1,success,178,0,0,1,success,265,0,0,1,success,198,0,0,1,success,194,0,0,0,0,0,0,0
VideoPlaceButton,49,1,success,175,0,0,0,fail,359,0,0,1,success,178,0,0,1,success,201,0,0,0,-1,1,0,0
VideoPlaceOrder,0,1,success,175,0,0,1,success,251,0,0,1,success,175,0,0,1,success,162,0,0,0,0,0,0,0
VideoPlaceOrder,1,1,success,183,0,0,0,fail,207,0,0,1,success,198,0,0,1,success,178,0,0,0,-1,1,0,0
VideoPlaceOrder,2,0,fail,174,0,0,0,fail,168,0,0,0,fail,190,0,0,0,fail,162,0,0,0,0,0,0,0
VideoPlaceOrder,3,0,fail,178,0,0,0,fail,254,0,0,0,fail,189,0,0,0,fail,168,0,0,0,0,0,0,0
VideoPlaceOrder,4,0,fail,194,0,0,0,fail,221,0,0,0,fail,189,0,0,0,fail,194,0,0,0,0,0,0,0
VideoPlaceOrder,5,1,success,185,0,0,1,success,310,0,0,0,fail,221,0,0,1,success,150,0,0,-1,0,-1,0,-1
VideoPlaceOrder,6,0,fail,186,0,0,0,fail,213,0,0,0,fail,192,0,0,0,fail,178,0,0,0,0,0,0,0
VideoPlaceOrder,7,1,success,176,0,0,0,fail,188,0,0,1,success,180,0,0,0,fail,191,0,0,0,-1,1,-1,1
VideoPlaceOrder,8,1,success,176,0,0,0,fail,221,0,0,1,success,186,0,0,1,success,200,0,0,0,-1,1,0,0
VideoPlaceOrder,9,1,success,179,0,0,0,fail,212,0,0,1,success,188,0,0,0,fail,256,0,0,0,-1,1,-1,1
VideoPlaceOrder,10,1,success,179,0,0,0,fail,230,0,0,1,success,216,0,0,1,success,173,0,0,0,-1,1,0,0
VideoPlaceOrder,11,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
VideoPlaceOrder,12,0,fail,196,0,0,0,fail,213,0,0,0,fail,217,0,0,0,fail,178,0,0,0,0,0,0,0
VideoPlaceOrder,13,1,success,179,0,0,1,success,187,0,0,1,success,188,0,0,1,success,170,0,0,0,0,0,0,0
VideoPlaceOrder,14,0,fail,234,0,0,0,fail,178,0,0,0,fail,188,0,0,0,fail,167,0,0,0,0,0,0,0
VideoPlaceOrder,15,0,fail,180,0,0,0,fail,196,0,0,0,fail,175,0,0,0,fail,169,0,0,0,0,0,0,0
VideoPlaceOrder,16,1,success,168,0,0,0,fail,213,0,0,1,success,192,0,0,1,success,167,0,0,0,-1,1,0,0
VideoPlaceOrder,17,0,fail,189,0,0,0,fail,184,0,0,0,fail,182,0,0,0,fail,164,0,0,0,0,0,0,0
VideoPlaceOrder,18,0,fail,188,0,0,0,fail,206,0,0,0,fail,261,0,0,0,fail,166,0,0,0,0,0,0,0
VideoPlaceOrder,19,0,fail,185,0,0,0,fail,172,0,0,0,fail,176,0,1,0,fail,162,0,0,0,0,0,0,0
VideoPlaceOrder,20,1,success,175,0,0,0,fail,261,0,0,1,success,175,0,0,1,success,162,0,0,0,-1,1,0,0
VideoPlaceOrder,21,1,success,176,0,0,0,fail,393,0,0,1,success,196,0,0,1,success,160,0,0,0,-1,1,0,0
VideoPlaceOrder,22,1,success,178,0,0,0,fail,212,0,0,0,fail,197,0,0,0,fail,178,0,0,-1,-1,0,-1,0
VideoPlaceOrder,23,0,fail,181,0,0,1,success,178,0,0,0,fail,179,0,0,0,fail,168,0,0,0,1,-1,0,0
VideoPlaceOrder,24,1,success,183,0,0,1,success,202,0,0,1,success,203,0,0,1,success,181,0,0,0,0,0,0,0
VideoPlaceOrder,25,0,fail,189,0,0,1,success,224,0,0,0,fail,210,0,0,0,fail,164,0,0,0,1,-1,0,0
VideoPlaceOrder,26,0,fail,188,0,0,0,fail,198,0,0,0,fail,192,0,0,0,fail,162,0,0,0,0,0,0,0
VideoPlaceOrder,27,0,fail,184,0,0,0,fail,221,0,0,0,fail,293,0,0,0,fail,224,0,0,0,0,0,0,0
VideoPlaceOrder,28,1,success,221,0,0,0,fail,220,0,0,1,success,216,0,0,1,success,194,0,0,0,-1,1,0,0
VideoPlaceOrder,29,0,fail,174,0,0,0,fail,178,0,0,0,fail,194,0,0,0,fail,162,0,0,0,0,0,0,0
VideoPlaceOrder,30,1,success,178,0,0,1,success,178,0,0,1,success,183,0,0,0,fail,175,0,0,0,0,0,-1,1
VideoPlaceOrder,31,1,success,166,0,0,1,success,210,0,0,0,fail,183,0,0,0,fail,168,0,0,-1,0,-1,-1,0
VideoPlaceOrder,32,0,fail,195,0,0,0,fail,228,0,0,0,fail,207,0,0,0,fail,178,0,0,0,0,0,0,0
VideoPlaceOrder,33,0,fail,176,0,0,0,fail,228,0,0,0,fail,179,0,0,0,fail,162,0,0,0,0,0,0,0
VideoPlaceOrder,34,1,success,178,0,0,0,fail,198,0,0,0,fail,222,0,0,1,success,162,0,0,-1,-1,0,0,-1
VideoPlaceOrder,35,0,fail,171,0,0,0,fail,181,0,0,0,fail,178,0,0,0,fail,162,0,0,0,0,0,0,0
VideoPlaceOrder,36,1,success,194,0,0,0,fail,222,0,0,1,success,213,0,0,1,success,168,0,1,0,-1,1,0,0
VideoPlaceOrder,37,0,fail,175,0,0,0,fail,205,0,0,0,fail,176,0,0,0,fail,162,0,0,0,0,0,0,0
VideoPlaceOrder,38,0,fail,183,0,0,0,fail,203,0,0,0,fail,190,0,0,0,fail,178,0,0,0,0,0,0,0
VideoPlaceOrder,39,0,fail,180,0,0,0,fail,208,0,1,0,fail,190,0,0,0,fail,178,0,0,0,0,0,0,0
VideoPlaceOrder,40,1,success,183,0,0,0,fail,198,0,0,0,fail,199,0,0,0,fail,164,0,0,-1,-1,0,-1,0
VideoPlaceOrder,41,0,fail,189,0,0,0,fail,197,0,0,0,fail,180,0,0,0,fail,159,0,0,0,0,0,0,0
VideoPlaceOrder,42,1,success,174,0,0,1,success,195,0,0,1,success,182,0,0,1,success,162,0,0,0,0,0,0,0
VideoPlaceOrder,43,0,fail,188,0,0,0,fail,221,0,0,1,success,195,0,0,0,fail,176,0,0,1,0,1,0,1
VideoPlaceOrder,44,1,success,182,0,0,0,fail,221,0,0,1,success,183,0,0,1,success,166,0,0,0,-1,1,0,0
VideoPlaceOrder,45,0,fail,188,0,0,0,fail,255,0,0,0,fail,211,0,0,0,fail,163,0,0,0,0,0,0,0
VideoPlaceOrder,46,0,fail,188,0,0,0,fail,178,0,0,0,fail,201,0,0,0,fail,171,0,0,0,0,0,0,0
VideoPlaceOrder,47,1,success,176,0,1,1,success,178,0,0,1,success,191,0,0,0,fail,191,0,0,0,0,0,-1,1
VideoPlaceOrder,48,0,fail,179,0,0,0,fail,242,0,0,0,fail,205,0,0,0,fail,228,0,0,0,0,0,0,0
VideoPlaceOrder,49,0,fail,176,0,1,0,fail,209,0,1,0,fail,189,0,0,0,fail,162,0,0,0,0,0,0,0
MoveCube,0,1,success,164,0,0,1,success,162,0,0,1,success,172,0,0,1,success,146,0,0,0,0,0,0,0
MoveCube,1,1,success,223,0,0,0,fail,125,0,0,1,success,234,0,0,1,success,176,0,0,0,-1,1,0,0
MoveCube,2,1,success,162,0,0,0,fail,88,0,0,1,success,164,0,0,1,success,136,0,0,0,-1,1,0,0
MoveCube,3,0,timeout,1300,0,0,0,fail,122,0,0,1,success,195,0,0,1,success,195,0,0,1,0,1,1,0
MoveCube,4,1,success,267,0,0,0,fail,96,0,0,1,success,278,0,0,1,success,234,0,0,0,-1,1,0,0
MoveCube,5,1,success,230,0,0,0,timeout,1300,0,0,1,success,246,0,0,1,success,278,0,0,0,-1,1,0,0
MoveCube,6,1,success,176,0,0,0,timeout,1300,0,0,0,fail,207,0,0,1,success,195,0,0,-1,-1,0,0,-1
MoveCube,7,1,success,105,0,0,1,success,168,0,0,1,success,105,0,0,1,success,93,0,0,0,0,0,0,0
MoveCube,8,1,success,216,0,0,0,fail,111,0,0,1,success,228,0,0,1,success,196,0,0,0,-1,1,0,0
MoveCube,9,1,success,162,0,0,1,success,196,0,0,1,success,162,0,0,1,success,196,0,0,0,0,0,0,0
MoveCube,10,1,success,178,0,0,1,success,195,0,0,1,success,184,0,0,1,success,228,0,0,0,0,0,0,0
MoveCube,11,1,success,196,0,0,0,fail,94,0,0,0,timeout,1300,0,0,1,success,175,0,0,-1,-1,0,0,-1
MoveCube,12,1,success,304,0,0,0,fail,432,0,0,1,success,431,0,0,1,success,790,0,0,0,-1,1,0,0
MoveCube,13,0,fail,73,0,0,0,timeout,1300,0,0,0,fail,79,0,0,1,success,89,0,0,0,0,0,1,-1
MoveCube,14,0,fail,77,0,0,0,fail,147,0,0,0,fail,100,0,0,0,fail,72,0,0,0,0,0,0,0
MoveCube,15,1,success,221,0,0,0,fail,116,0,0,1,success,205,0,0,1,success,253,0,0,0,-1,1,0,0
MoveCube,16,1,success,105,0,0,0,fail,90,0,0,1,success,113,0,0,0,fail,273,0,0,0,-1,1,-1,1
MoveCube,17,0,timeout,1300,0,0,0,fail,136,0,0,0,fail,392,0,0,1,success,226,0,0,0,0,0,1,-1
MoveCube,18,1,success,178,0,0,1,success,151,0,0,1,success,178,0,0,1,success,228,0,0,0,0,0,0,0
MoveCube,19,1,success,173,0,0,0,fail,120,0,0,1,success,180,0,0,1,success,156,0,0,0,-1,1,0,0
MoveCube,20,0,fail,74,0,0,0,timeout,1300,0,0,0,fail,160,0,0,0,fail,263,0,0,0,0,0,0,0
MoveCube,21,0,fail,89,0,0,1,success,166,0,0,0,fail,98,0,0,1,success,162,0,0,0,1,-1,1,-1
MoveCube,22,0,fail,309,0,0,0,fail,133,0,0,0,fail,260,0,0,0,fail,193,0,0,0,0,0,0,0
MoveCube,23,0,fail,209,0,0,0,fail,89,0,0,1,success,93,0,0,1,success,89,0,0,1,0,1,1,0
MoveCube,24,0,fail,229,0,0,0,fail,86,0,0,0,fail,229,0,0,1,success,180,0,0,0,0,0,1,-1
MoveCube,25,0,timeout,1300,0,0,0,fail,102,0,0,0,timeout,1300,0,0,1,success,596,0,0,0,0,0,1,-1
MoveCube,26,1,success,85,0,0,0,timeout,1300,0,0,1,success,85,0,0,1,success,81,0,0,0,-1,1,0,0
MoveCube,27,1,success,162,0,0,0,timeout,1300,0,0,1,success,157,0,0,1,success,210,0,0,0,-1,1,0,0
MoveCube,28,1,success,178,0,0,0,fail,518,0,0,1,success,284,0,0,1,success,194,0,0,0,-1,1,0,0
MoveCube,29,1,success,93,0,0,0,fail,89,0,0,1,success,94,0,0,1,success,85,0,0,0,-1,1,0,0
MoveCube,30,1,success,173,0,0,1,success,228,0,0,1,success,183,0,0,1,success,146,0,0,0,0,0,0,0
MoveCube,31,1,success,256,0,0,0,fail,85,0,0,1,success,256,0,0,1,success,290,0,0,0,-1,1,0,0
MoveCube,32,0,timeout,1300,0,0,0,fail,81,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
MoveCube,33,1,success,246,0,0,0,fail,81,0,0,1,success,254,0,0,1,success,203,0,0,0,-1,1,0,0
MoveCube,34,1,success,175,0,0,1,success,162,0,0,1,success,176,0,0,1,success,232,0,0,0,0,0,0,0
MoveCube,35,1,success,150,0,0,0,timeout,1300,0,0,1,success,141,0,0,1,success,147,0,0,0,-1,1,0,0
MoveCube,36,1,success,170,0,0,1,success,168,0,0,1,success,167,0,0,1,success,162,0,0,0,0,0,0,0
MoveCube,37,1,success,111,0,0,1,success,126,0,0,1,success,113,0,0,1,success,103,0,0,0,0,0,0,0
MoveCube,38,1,success,93,0,0,0,timeout,1300,0,0,1,success,96,0,0,1,success,85,0,0,0,-1,1,0,0
MoveCube,39,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
MoveCube,40,1,success,166,0,0,1,success,145,0,0,1,success,173,0,0,1,success,156,0,0,0,0,0,0,0
MoveCube,41,1,success,105,0,0,1,success,104,0,0,0,timeout,1300,0,0,1,success,102,0,0,-1,0,-1,0,-1
MoveCube,42,1,success,162,0,0,0,fail,151,0,0,1,success,168,0,0,1,success,131,0,0,0,-1,1,0,0
MoveCube,43,1,success,174,0,0,1,success,306,0,0,1,success,173,0,0,1,success,157,0,0,0,0,0,0,0
MoveCube,44,1,success,178,0,0,1,success,195,0,0,0,fail,138,0,0,1,success,177,0,0,-1,0,-1,0,-1
MoveCube,45,1,success,168,0,0,0,timeout,1300,0,0,1,success,176,0,0,1,success,162,0,0,0,-1,1,0,0
MoveCube,46,1,success,105,0,0,0,timeout,1300,0,0,1,success,113,0,0,1,success,96,0,0,0,-1,1,0,0
MoveCube,47,1,success,213,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,fail,97,0,0,-1,-1,0,-1,0
MoveCube,48,1,success,176,0,0,1,success,213,0,0,1,success,156,0,0,1,success,211,0,0,0,0,0,0,0
MoveCube,49,1,success,105,0,0,1,success,189,0,0,1,success,113,0,0,1,success,103,0,0,0,0,0,0,0
InsertPeg,0,0,fail,109,0,0,0,fail,135,0,0,0,fail,112,0,0,0,fail,87,0,0,0,0,0,0,0
InsertPeg,1,0,timeout,1300,0,0,0,fail,116,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,2,0,fail,98,0,0,0,fail,88,0,0,0,fail,103,0,0,0,fail,86,0,0,0,0,0,0,0
InsertPeg,3,0,timeout,1300,0,0,0,fail,98,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,4,1,success,255,0,0,0,fail,214,0,0,1,success,260,0,0,1,success,297,0,0,0,-1,1,0,0
InsertPeg,5,0,fail,113,0,0,0,timeout,1300,0,0,0,fail,130,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,6,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,7,0,fail,96,0,0,0,fail,89,0,0,0,fail,105,0,0,0,fail,87,0,0,0,0,0,0,0
InsertPeg,8,0,fail,109,0,0,0,fail,110,0,0,0,fail,120,0,0,0,fail,104,0,0,0,0,0,0,0
InsertPeg,9,0,timeout,1300,0,0,0,fail,106,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,10,0,fail,104,0,0,0,fail,110,0,0,0,timeout,1300,0,0,0,fail,96,0,0,0,0,0,0,0
InsertPeg,11,0,fail,188,0,0,0,fail,125,0,0,0,fail,109,0,0,0,fail,168,0,0,0,0,0,0,0
InsertPeg,12,0,fail,107,0,0,0,fail,87,0,0,0,fail,112,0,0,0,fail,92,0,0,0,0,0,0,0
InsertPeg,13,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,1,success,254,0,0,0,0,0,1,-1
InsertPeg,14,0,fail,104,0,0,0,timeout,1300,0,0,0,fail,102,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,15,0,timeout,1300,0,0,0,fail,112,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,16,0,fail,581,0,0,0,fail,150,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,17,0,fail,100,0,0,0,fail,116,0,0,0,fail,107,0,0,0,fail,99,0,0,0,0,0,0,0
InsertPeg,18,0,fail,106,0,0,0,fail,124,0,0,0,fail,109,0,0,0,fail,100,0,0,0,0,0,0,0
InsertPeg,19,0,timeout,1300,0,0,0,fail,695,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,20,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,21,0,fail,89,0,0,0,fail,104,0,0,0,fail,93,0,0,0,fail,85,0,0,0,0,0,0,0
InsertPeg,22,1,success,193,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,-1,-1,0,-1,0
InsertPeg,23,0,timeout,1300,0,0,0,fail,122,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,24,0,fail,93,0,0,0,fail,151,0,0,0,fail,98,0,0,0,fail,83,0,0,0,0,0,0,0
InsertPeg,25,0,fail,105,0,0,0,fail,109,0,0,0,fail,115,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,26,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,1,success,194,0,0,0,0,0,1,-1
InsertPeg,27,0,timeout,1300,0,0,0,timeout,1300,0,0,1,success,257,0,0,0,timeout,1300,0,0,1,0,1,0,1
InsertPeg,28,0,fail,87,0,0,0,fail,193,0,0,0,fail,97,0,0,0,fail,87,0,0,0,0,0,0,0
InsertPeg,29,0,fail,95,0,0,0,fail,89,0,0,0,fail,99,0,0,0,fail,147,0,0,0,0,0,0,0
InsertPeg,30,1,success,238,0,0,0,fail,121,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,-1,-1,0,-1,0
InsertPeg,31,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,fail,105,0,0,0,0,0,0,0
InsertPeg,32,0,timeout,1300,0,0,0,fail,103,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,33,0,fail,113,0,0,0,fail,139,0,0,0,fail,137,0,0,0,fail,108,0,0,0,0,0,0,0
InsertPeg,34,0,fail,91,0,0,0,fail,145,0,0,0,fail,181,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,35,0,fail,108,0,0,0,timeout,1300,0,0,0,fail,110,0,0,0,fail,332,0,0,0,0,0,0,0
InsertPeg,36,0,fail,114,0,0,0,fail,141,0,0,0,fail,119,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,37,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,1,success,227,0,0,0,0,0,1,-1
InsertPeg,38,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,39,0,timeout,1300,0,0,0,fail,110,0,0,0,fail,108,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,40,0,fail,98,0,0,0,fail,149,0,0,0,fail,104,0,0,0,fail,315,0,0,0,0,0,0,0
InsertPeg,41,0,fail,108,0,0,0,timeout,1300,0,0,0,fail,115,0,0,0,fail,105,0,0,0,0,0,0,0
InsertPeg,42,0,fail,92,0,0,0,fail,107,0,0,0,fail,94,0,0,0,fail,153,0,0,0,0,0,0,0
InsertPeg,43,0,fail,117,0,0,0,fail,123,0,0,0,fail,122,0,0,0,fail,99,0,0,0,0,0,0,0
InsertPeg,44,0,fail,107,0,0,0,fail,105,0,0,0,fail,112,0,0,0,fail,92,0,0,0,0,0,0,0
InsertPeg,45,0,fail,109,0,0,0,fail,135,0,0,0,fail,114,0,0,0,fail,104,0,0,0,0,0,0,0
InsertPeg,46,0,fail,104,0,0,0,fail,184,0,1,0,fail,107,0,0,0,fail,153,0,0,0,0,0,0,0
InsertPeg,47,0,fail,108,0,0,0,fail,138,0,0,0,fail,121,0,0,0,fail,105,0,0,0,0,0,0,0
InsertPeg,48,0,timeout,1300,0,0,0,fail,112,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
InsertPeg,49,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,timeout,1300,0,0,0,0,0,0,0
PatternLock,0,1,success,109,0,0,0,fail,36,0,0,1,success,92,0,0,0,fail,148,0,0,0,-1,1,-1,1
PatternLock,1,1,success,91,0,0,0,fail,95,0,0,0,fail,139,0,0,0,fail,50,0,0,-1,-1,0,-1,0
PatternLock,2,1,success,128,0,0,0,fail,27,0,0,1,success,127,0,0,1,success,113,0,0,0,-1,1,0,0
